1.2.1.31	R03102
1.2.1.31	R03103
1.1.1.27	R03104
2.8.1.2	R03105
3.1.1.4	R03107
2.3.1.25	R03109
2.7.8.22	R03110
2.1.1.110	R03111
2.1.1.109	R03112
1.1.1.243	R03114
3.2.1.58	R03115
2.4.1.30	R03116
2.4.1.97	R03116
2.4.1.34	R03118
1.1.1.202	R03119
2.6.1.57	R03120
2.6.1.60	R03121
3.2.1.54	R03122
1.1.1.219	R03123
1.14.14.81	R03124
1.14.14.82	R03124
1.14.14.81	R03125
1.14.20.6	R03126
4.1.1.54	R03127
2.4.1.33	R03129
2.1.1.4	R03130
2.5.1.53	R03131
2.5.1.144	R03132
2.5.1.50	R03133
2.5.1.51	R03134
1.1.3.30	R03135
1.1.2.6	R03136
1.13.12.5	R03137
2.8.2.10	R03138
1.4.3.21	R03139
1.4.3.22	R03139
4.1.1.39	R03140
2.7.7.36	R03142
2.7.7.37	R03143
1.2.5.1	R03145
1.2.2.1	R03146
2.7.1.62	R03148
2.7.7.28	R03149
2.7.11.18	R03150
3.1.3.53	R03151
2.8.3.11	R03153
2.8.3.22	R03154
1.1.1.168	R03155
1.1.1.214	R03155
1.1.1.358	R03155
1.1.99.27	R03156
6.2.1.-	R03157
3.1.2.4	R03158
2.7.1.52	R03161
3.2.1.51	R03162
5.3.1.3	R03163
5.3.1.25	R03163
1.3.7.1	R03164
4.2.1.75	R03165
1.11.1.12	R03167
2.3.1.102	R03168
1.3.8.5	R03169
1.2.1.25	R03171
1.3.8.1	R03172
1.3.8.5	R03172
1.3.8.7	R03172
2.3.1.168	R03174
1.1.1.145	R03176
1.2.1.54	R03177
4.1.1.75	R03178
3.5.1.4	R03180
5.2.1.2	R03181
6.3.3.3	R03182
1.1.1.20	R03183
1.1.3.8	R03184
1.11.1.11	R03186
3.5.2.14	R03187
3.5.3.5	R03188
2.1.2.5	R03189
2.4.1.78	R03190
1.3.1.98	R03191
1.3.1.98	R03192
6.3.2.8	R03193
2.1.1.107	R03194
4.1.1.37	R03197
1.2.1.33	R03198
5.4.99.7	R03199
5.4.99.8	R03200
1.5.3.5	R03202
1.1.1.146	R03203
1.14.99.26	R03206
2.6.1.24	R03207
1.11.1.8	R03208
6.2.1.14	R03209
2.3.1.47	R03210
3.7.1.10	R03211
1.1.99.26	R03212
2.4.1.195	R03213
2.8.2.24	R03214
1.17.2.3	R03215
3.1.6.11	R03216
2.5.1.48	R03217
1.14.11.7	R03218
1.14.11.2	R03219
1.3.3.3	R03220
1.3.3.4	R03222
2.5.1.3	R03223
4.2.1.17	R03224
1.1.99.24	R03225
1.1.1.147	R03226
1.1.1.147	R03227
5.1.99.2	R03228
2.1.1.94	R03229
2.3.1.107	R03230
2.6.1.62	R03231
2.7.1.202	R03232
1.1.1.-	R03234
2.7.1.11	R03236
2.7.1.56	R03236
2.7.1.144	R03236
2.7.1.11	R03237
2.7.1.11	R03238
2.7.1.11	R03239
5.3.1.26	R03240
2.7.1.51	R03241
2.6.1.9	R03243
5.1.3.22	R03244
2.7.4.2	R03245
1.13.11.35	R03246
4.1.1.59	R03247
1.3.1.18	R03251
1.13.11.10	R03253
2.5.1.55	R03254
3.2.1.85	R03255
3.2.1.85	R03256
2.7.6.4	R03258
3.1.4.17	R03259
2.5.1.48	R03260
1.1.1.223	R03261
1.14.15.4	R03262
1.14.15.5	R03262
1.14.15.4	R03263
1.14.15.5	R03263
1.1.1.216	R03264
5.2.1.9	R03265
2.6.1.23	R03266
2.4.1.91	R03267
2.4.2.35	R03268
4.1.1.36	R03269
1.2.4.1	R03270
2.5.1.23	R03271
3.1.3.44	R03273
2.7.11.15	R03274
5.4.3.3	R03275
5.1.2.3	R03276
4.1.2.20	R03277
1.1.1.174	R03278
1.1.1.174	R03279
1.14.13.66	R03281
1.2.1.3	R03283
1.2.1.47	R03283
4.1.2.-	R03284
6.3.2.11	R03286
3.4.13.5	R03288
3.4.13.20	R03288
2.8.2.28	R03289
1.5.1.2	R03291
1.5.1.2	R03293
1.5.5.3	R03295
5.1.1.8	R03296
2.4.1.136	R03297
6.5.1.9	R03298
1.14.14.9	R03299
1.2.1.5	R03300
1.2.1.29	R03300
1.2.1.39	R03300
1.2.1.5	R03302
1.13.11.15	R03303
2.1.1.6	R03304
1.14.12.9	R03306
5.5.1.2	R03307
5.5.1.5	R03308
1.2.1.41	R03313
2.7.1.83	R03315
1.2.4.2	R03316
1.1.1.336	R03317
2.7.7.28	R03318
5.4.2.2	R03319
5.3.1.9	R03321
1.1.1.252	R03322
2.3.1.92	R03323
1.1.1.149	R03325
1.14.14.16	R03326
1.1.1.145	R03327
5.3.3.1	R03327
1.14.15.4	R03329
3.1.3.64	R03330
3.1.4.43	R03331
3.1.4.3	R03332
3.1.4.11	R03332
4.6.1.13	R03332
3.1.4.43	R03333
5.4.1.1	R03334
1.1.1.110	R03337
1.1.1.237	R03337
1.1.1.237	R03339
4.1.1.80	R03341
5.3.2.1	R03342
1.14.13.8	R03344
4.1.2.24	R03345
3.1.3.5	R03346
3.1.3.-	R03346
2.7.1.173	R03347
2.4.2.19	R03348
1.4.1.11	R03349
3.1.3.45	R03350
2.7.7.38	R03351
3.1.2.4	R03352
5.3.3.5	R03353
2.4.1.274	R03354
3.2.1.23	R03355
2.4.2.33	R03356
1.1.1.101	R03357
4.2.1.87	R03358
4.2.1.88	R03359
3.1.1.52	R03360
2.7.1.67	R03361
2.7.1.137	R03362
2.7.1.154	R03362
3.1.3.64	R03363
3.1.3.67	R03363
4.6.1.13	R03364
1.13.11.22	R03365
2.1.1.68	R03366
4.1.1.102	R03367
1.14.13.4	R03369
1.14.19.2	R03370
3.1.3.8	R03371
3.1.3.62	R03371
3.1.3.26	R03372
1.1.1.237	R03373
2.3.1.140	R03374
2.7.7.57	R03375
1.14.11.4	R03376
2.7.1.81	R03378
2.4.1.50	R03380
1.2.1.-	R03381
6.2.1.-	R03383
2.7.1.65	R03384
1.14.13.242	R03385
1.14.13.242	R03386
2.7.1.58	R03387
2.7.1.178	R03387
1.5.1.47	R03388
2.3.1.101	R03390
1.17.1.1	R03391
1.17.1.1	R03392
3.1.3.57	R03393
3.1.3.56	R03394
2.7.1.88	R03395
1.1.1.135	R03396
1.1.1.187	R03396
1.1.1.187	R03397
1.1.1.281	R03397
1.1.1.135	R03398
1.1.1.187	R03398
1.1.1.187	R03399
1.1.1.281	R03399
1.3.1.42	R03401
5.3.99.6	R03402
3.1.6.2	R03404
2.8.2.2	R03405
1.1.1.51	R03406
1.1.1.51	R03407
1.14.14.1	R03408
1.14.14.-	R03408
3.6.1.11	R03409
3.6.1.40	R03409
2.1.1.16	R03410
2.1.1.79	R03411
3.3.2.2	R03415
3.1.1.5	R03416
3.1.1.5	R03417
2.4.1.67	R03418
3.5.1.26	R03421
3.1.4.37	R03422
3.1.4.16	R03423
2.1.1.16	R03424
2.1.1.71	R03424
1.4.4.2	R03425
3.1.3.57	R03427
2.7.1.159	R03428
2.7.1.159	R03429
3.1.3.56	R03430
1.1.1.96	R03431
2.7.1.127	R03433
3.1.3.62	R03434
3.1.4.11	R03435
2.3.1.67	R03437
2.3.1.23	R03438
2.3.1.63	R03438
1.14.99.2	R03439
1.14.99.2	R03440
1.14.99.2	R03441
1.2.1.38	R03443
4.2.1.114	R03444
4.2.1.-	R03444
2.6.1.7	R03445
2.6.1.63	R03445
3.2.2.24	R03446
2.4.2.37	R03447
3.5.2.12	R03448
2.7.11.2	R03449
3.1.3.43	R03450
1.14.11.8	R03451
1.14.14.93	R03452
3.1.3.59	R03454
2.3.1.105	R03455
2.1.1.83	R03456
4.2.1.19	R03457
1.1.1.193	R03458
3.5.4.26	R03459
2.5.1.19	R03460
4.1.1.51	R03461
1.13.11.39	R03462
1.3.1.40	R03463
3.5.4.27	R03464
4.1.2.34	R03465
1.13.11.38	R03466
3.1.1.26	R03467
2.4.3.5	R03468
2.7.1.68	R03469
4.1.1.44	R03470
2.7.1.49	R03471
4.1.99.17	R03472
2.7.7.42	R03473
2.7.7.89	R03474
2.1.4.2	R03477
2.7.1.140	R03478
2.7.1.134	R03479
3.5.1.89	R03482
2.4.1.228	R03486
2.4.3.9	R03488
2.4.3.1	R03489
2.4.1.92	R03490
3.2.1.18	R03491
3.2.1.52	R03492
4.2.1.57	R03493
6.4.1.5	R03494
1.1.1.238	R03495
3.1.3.40	R03496
1.1.1.143	R03497
1.1.1.142	R03498
2.6.1.56	R03502
2.7.6.3	R03503
4.1.2.25	R03504
1.14.15.15	R03507
4.1.1.48	R03508
5.3.1.24	R03509
1.14.99.20	R03510
1.17.4.4	R03511
1.17.4.5	R03512
2.4.1.147	R03513
2.4.1.148	R03514
3.1.3.52	R03515
2.7.11.4	R03516
3.1.6.9	R03517
3.1.6.10	R03518
2.4.1.152	R03519
1.1.1.231	R03520
2.5.1.18	R03522
3.8.1.5	R03523
4.4.1.9	R03524
2.4.1.35	R03526
3.2.1.21	R03527
4.4.1.13	R03528
4.99.1.2	R03529
2.7.4.6	R03530
3.6.1.66	R03531
1.11.1.7	R03532
1.11.1.21	R03532
1.1.99.2	R03534
1.2.5.2	R03535
3.1.4.16	R03537
3.1.4.16	R03538
1.11.1.8	R03539
3.5.1.107	R03540
3.1.7.1	R03541
3.5.5.1	R03542
1.14.12.3	R03543
1.1.1.-	R03544
1.1.1.-	R03545
4.2.1.104	R03546
2.4.1.171	R03547
2.4.1.104	R03548
1.13.11.3	R03549
1.13.11.8	R03550
1.13.11.57	R03550
2.3.1.48	R03552
2.8.2.21	R03553
2.1.1.50	R03554
1.14.19.62	R03555
1.14.14.85	R03556
1.1.1.184	R03557
2.4.1.172	R03558
1.14.12.11	R03559
1.14.13.243	R03560
1.14.13.-	R03562
3.1.1.10	R03563
2.4.1.105	R03565
1.14.13.7	R03566
4.1.1.52	R03567
1.14.13.7	R03568
3.6.1.21	R03570
2.1.1.75	R03571
1.1.1.54	R03572
2.4.1.103	R03573
2.4.1.81	R03574
1.97.1.1	R03575
2.7.1.55	R03576
1.1.1.114	R03577
3.5.1.71	R03579
1.1.1.183	R03581
1.1.1.112	R03582
1.1.1.112	R03583
1.1.1.185	R03584
1.1.1.185	R03585
1.1.1.113	R03586
2.1.1.42	R03587
2.4.1.81	R03588
2.4.1.189	R03589
1.14.20.5	R03590
1.1.1.218	R03591
1.1.1.218	R03592
1.1.1.247	R03592
3.5.5.2	R03593
2.4.1.128	R03594
2.7.9.3	R03595
1.8.1.9	R03596
1.8.99.-	R03597
4.4.1.16	R03599
1.8.7.1	R03600
2.5.1.47	R03601
3.2.1.126	R03604
2.4.1.111	R03605
2.7.1.103	R03607
1.14.13.243	R03608
2.3.2.9	R03609
1.14.15.18	R03610
1.14.14.24	R03611
3.1.1.70	R03612
6.3.1.14	R03613
1.5.1.18	R03614
1.14.14.82	R03615
3.2.1.-	R03616
3.2.1.46	R03617
3.2.1.22	R03618
3.5.1.39	R03620
2.3.1.2	R03621
4.2.1.95	R03622
2.1.1.65	R03623
3.1.1.36	R03624
2.4.1.63	R03625
1.13.11.12	R03626
1.13.11.33	R03626
5.2.1.5	R03627
1.13.11.52	R03628
1.14.14.1	R03629
1.14.12.7	R03630
6.2.1.24	R03631
2.7.11.1	R03632
2.1.1.38	R03633
3.2.1.22	R03634
3.2.1.26	R03635
1.1.1.219	R03636
1.14.13.19	R03637
1.14.13.19	R03638
1.14.14.81	R03639
1.14.11.9	R03640
3.1.1.37	R03641
3.2.1.119	R03642
1.6.5.2	R03643
1.17.4.4	R03645
6.1.1.19	R03646
6.1.1.23	R03647
6.1.1.22	R03648
6.1.1.16	R03650
6.1.1.24	R03651
6.1.1.18	R03652
6.1.1.14	R03654
6.1.1.21	R03655
6.1.1.5	R03656
6.1.1.4	R03657
6.1.1.6	R03658
6.1.1.10	R03659
6.1.1.20	R03660
6.1.1.15	R03661
6.1.1.11	R03662
6.1.1.3	R03663
6.1.1.2	R03664
6.1.1.9	R03665
1.1.1.235	R03667
2.3.1.11	R03668
4.2.1.67	R03671
5.3.3.12	R03673
4.2.1.62	R03675
1.3.7.4	R03678
2.4.1.205	R03679
2.4.1.176	R03680
2.4.1.186	R03681
4.2.1.179	R03685
2.4.1.106	R03686
1.3.99.18	R03687
4.2.1.68	R03688
1.3.1.72	R03689
2.7.3.5	R03691
3.1.1.35	R03692
4.2.1.34	R03693
4.3.1.2	R03696
1.14.14.1	R03697
1.14.11.31	R03698
2.7.1.143	R03699
2.8.2.13	R03700
2.1.1.67	R03701
3.1.1.38	R03702
3.2.1.125	R03703
2.1.1.74	R03704
4.2.2.3	R03706
4.2.2.11	R03706
1.1.1.76	R03707
3.1.1.25	R03708
1.3.1.11	R03709
2.4.1.114	R03710
3.1.1.39	R03711
1.14.13.32	R03712
1.3.1.3	R03713
1.1.1.225	R03716
2.3.1.65	R03718
2.3.1.176	R03719
2.3.1.65	R03720
2.1.1.118	R03721
1.3.3.8	R03722
4.1.2.33	R03723
2.5.1.24	R03726
2.3.1.130	R03727
4.1.99.5	R03728
2.1.1.78	R03731
1.5.1.28	R03732
1.1.1.129	R03733
1.21.99.4	R03734
2.3.3.2	R03735
1.10.3.6	R03736
1.14.20.13	R03737
3.5.99.13	R03738
4.1.1.60	R03739
4.2.1.73	R03742
3.5.2.6	R03743
2.7.11.26	R03744
1.1.1.228	R03745
2.1.1.26	R03746
4.1.1.56	R03747
1.3.99.4	R03748
4.3.2.9	R03749
3.1.1.17	R03751
3.1.1.83	R03751
1.1.1.201	R03753
2.7.1.94	R03754
2.3.1.22	R03755
2.3.1.22	R03756
1.1.1.381	R03758
1.1.1.75	R03759
2.3.1.87	R03760
1.8.1.11	R03761
6.2.1.11	R03762
1.3.1.5	R03763
1.3.1.5	R03764
2.7.1.102	R03766
2.3.1.60	R03767
2.3.1.81	R03767
2.4.1.48	R03768
2.4.1.48	R03769
2.7.1.119	R03770
2.3.2.3	R03771
3.1.1.65	R03772
4.2.1.90	R03774
5.5.1.9	R03775
1.3.1.8	R03776
1.3.1.38	R03776
1.3.3.6	R03777
1.3.8.7	R03777
1.3.8.8	R03777
1.3.99.-	R03777
2.3.1.16	R03778
2.3.1.137	R03779
2.7.1.136	R03780
3.7.1.7	R03781
5.3.3.11	R03782
1.14.14.19	R03783
1.14.14.16	R03784
2.7.3.4	R03785
1.3.1.41	R03787
2.1.1.62	R03788
2.4.2.64	R03789
1.1.1.379	R03790
5.1.2.2	R03791
1.1.1.-	R03792
1.1.99.31	R03793
1.14.16.6	R03794
2.6.3.1	R03796
2.4.1.115	R03797
2.5.1.35	R03799
3.5.4.23	R03800
3.2.1.74	R03801
3.2.1.74	R03802
3.1.1.46	R03803
3.5.1.3	R03804
2.1.1.56	R03805
1.14.11.12	R03806
1.14.11.12	R03807
1.14.11.13	R03809
3.5.2.13	R03810
1.14.11.11	R03812
2.3.2.6	R03813
1.14.19.3	R03814
1.8.1.4	R03815
1.6.5.2	R03816
7.1.1.6	R03817
1.14.15.1	R03818
2.7.1.3	R03819
3.2.1.105	R03820
1.8.1.12	R03821
6.3.1.9	R03822
5.5.1.19	R03824
1.1.1.186	R03826
1.1.1.234	R03827
2.7.7.50	R03828
2.4.1.32	R03829
3.8.1.2	R03830
3.8.1.10	R03830
1.21.3.3	R03831
2.1.1.116	R03832
1.14.19.54	R03833
1.14.19.65	R03834
2.1.1.117	R03835
2.3.1.22	R03838
2.7.1.78	R03840
2.7.1.61	R03841
1.14.14.97	R03842
1.3.1.33	R03845
1.1.1.-	R03847
1.1.1.146	R03848
1.14.14.16	R03849
1.3.1.3	R03850
1.14.15.4	R03851
2.4.2.5	R03852
4.1.1.64	R03854
1.3.1.8	R03856
1.3.1.38	R03856
1.3.3.6	R03857
1.3.8.7	R03857
1.3.8.8	R03857
1.3.99.-	R03857
2.3.1.16	R03858
2.3.3.4	R03859
1.3.1.36	R03860
2.3.1.132	R03861
2.3.2.8	R03862
1.3.1.48	R03863
1.3.1.48	R03864
1.14.14.94	R03866
2.3.2.2	R03867
5.2.1.2	R03868
5.2.1.4	R03868
1.2.1.3	R03869
3.5.2.1	R03870
1.2.3.1	R03871
1.7.3.2	R03873
4.3.2.5	R03874
2.1.1.59	R03875
2.1.1.60	R03875
2.1.1.354	R03875
2.1.1.355	R03875
6.6.1.1	R03877
1.1.1.-	R03879
2.4.1.159	R03880
5.1.3.16	R03881
1.3.1.47	R03882
1.3.1.47	R03883
2.8.3.12	R03884
3.2.2.13	R03885
1.1.1.66	R03886
3.5.99.5	R03887
1.2.1.32	R03889
1.13.11.37	R03891
3.1.1.45	R03893
4.1.1.72	R03894
4.2.1.35	R03896
4.2.1.35	R03898
1.5.3.13	R03899
1.5.3.17	R03899
1.3.1.16	R03900
4.4.1.4	R03901
2.3.1.36	R03903
2.6.99.1	R03904
6.3.5.7	R03905
3.2.1.128	R03906
1.14.99.21	R03907
5.4.99.4	R03908
3.5.1.4	R03909
2.3.1.57	R03910
1.14.17.3	R03912
1.8.1.8	R03913
1.8.1.8	R03914
1.8.4.2	R03915
2.3.2.2	R03916
2.5.1.20	R03917
1.1.1.195	R03918
1.11.1.7	R03919
1.11.1.21	R03919
2.7.1.1	R03920
2.7.1.4	R03920
3.2.1.26	R03921
2.1.1.57	R03922
2.8.1.4	R03923
2.7.8.9	R03924
5.1.99.3	R03925
2.4.2.24	R03928
3.1.4.16	R03929
1.3.1.17	R03930
6.2.1.33	R03932
1.14.15.6	R03933
2.1.1.108	R03934
3.4.13.4	R03935
3.7.1.3	R03936
4.2.1.-	R03937
2.7.3.6	R03939
2.1.2.9	R03940
1.1.1.173	R03942
2.1.1.-	R03943
2.7.1.84	R03944
1.1.1.144	R03945
2.8.2.15	R03946
1.3.1.76	R03947
2.1.1.130	R03948
2.1.1.107	R03950
2.6.1.26	R03952
1.11.1.8	R03953
2.6.1.7	R03954
2.6.1.63	R03954
2.1.1.-	R03955
2.3.2.15	R03956
5.5.1.1	R03959
1.3.1.51	R03962
1.1.1.165	R03963
1.14.13.44	R03964
2.3.1.106	R03965
5.3.2.6	R03966
4.2.1.33	R03968
3.1.3.28	R03969
2.3.2.2	R03970
2.3.2.2	R03971
1.11.1.8	R03973
3.1.2.27	R03974
3.5.1.24	R03975
3.5.1.24	R03977
3.5.1.74	R03977
3.1.8.1	R03979
3.1.6.1	R03980
2.4.1.74	R03981
1.14.13.50	R03982
2.3.2.13	R03983
1.5.4.1	R03984
3.6.1.45	R03986
2.8.2.14	R03987
1.3.1.8	R03989
1.3.1.38	R03989
1.3.3.6	R03990
1.3.8.7	R03990
1.3.8.8	R03990
1.3.8.9	R03990
2.3.1.16	R03991
2.3.1.155	R03991
2.3.1.97	R03992
3.1.3.49	R03993
2.3.1.145	R03994
2.4.1.183	R03996
1.14.13.20	R03997
1.14.13.40	R03998
1.14.13.40	R03999
2.8.3.12	R04000
4.2.1.33	R04001
2.7.2.14	R04002
4.5.1.5	R04003
2.4.1.111	R04005
3.2.1.126	R04006
1.11.1.7	R04007
1.11.1.21	R04007
1.14.13.-	R04009
5.99.1.1	R04010
2.3.2.1	R04011
2.3.2.1	R04012
2.1.1.99	R04013
3.1.2.14	R04014
3.1.2.21	R04014
1.12.2.1	R04015
2.4.1.-	R04016
2.8.2.11	R04017
3.2.1.18	R04018
3.2.1.22	R04019
4.2.1.84	R04020
2.3.1.142	R04021
2.3.1.100	R04022
2.7.11.7	R04023
2.3.1.118	R04024
1.4.3.4	R04025
3.5.2.-	R04026
1.4.3.21	R04027
2.6.1.65	R04028
2.6.1.65	R04029
6.2.1.26	R04030
4.2.1.113	R04031
1.13.11.26	R04032
2.1.1.28	R04033
3.1.1.32	R04034
3.1.1.111	R04034
3.6.1.31	R04035
1.13.12.7	R04036
3.5.4.19	R04037
2.5.1.27	R04038
1.8.4.7	R04039
5.5.1.10	R04040
3.1.1.71	R04043
1.7.1.12	R04046
1.7.1.12	R04047
1.1.3.-	R04048
1.1.1.125	R04049
2.3.1.114	R04050
2.6.1.-	R04051
4.1.1.82	R04053
2.3.1.77	R04055
3.5.1.51	R04056
2.8.3.14	R04057
2.3.2.5	R04058
1.10.1.1	R04059
1.14.13.38	R04060
1.13.11.37	R04061
2.1.1.60	R04062
1.13.12.6	R04063
1.2.1.3	R04065
1.14.13.5	R04066
6.3.4.8	R04068
3.1.1.48	R04070
2.4.1.118	R04071
2.4.1.109	R04072
1.14.11.16	R04073
2.4.2.36	R04074
2.7.1.206	R04076
2.1.1.89	R04077
1.13.12.8	R04078
1.21.99.1	R04080
2.4.1.69	R04081
2.4.1.110	R04082
3.5.99.14	R04084
1.2.3.1	R04085
1.3.1.19	R04088
1.13.11.2	R04089
1.13.11.-	R04089
3.1.2.6	R04090
2.5.1.52	R04091
4.8.1.3	R04093
3.2.1.147	R04094
1.3.8.4	R04095
1.3.8.7	R04095
1.3.8.4	R04096
2.3.1.168	R04097
1.1.1.230	R04099
5.3.3.8	R04100
3.8.1.7	R04101
1.14.14.108	R04102
3.5.1.11	R04103
5.1.3.19	R04104
1.1.1.279	R04105
1.1.1.280	R04106
2.4.1.181	R04108
1.2.1.70	R04109
2.7.1.208	R04111
3.5.1.28	R04112
3.5.1.72	R04113
1.3.1.29	R04115
1.13.11.56	R04117
3.2.1.123	R04118
3.1.1.51	R04119
1.8.4.11	R04120
1.14.14.1	R04121
1.14.14.1	R04122
1.16.1.2	R04123
2.1.2.10	R04125
2.7.1.93	R04126
2.4.1.158	R04127
1.14.13.10	R04130
4.2.1.-	R04131
4.2.1.-	R04132
4.1.1.68	R04133
5.3.3.-	R04134
4.1.1.16	R04135
1.1.1.97	R04136
4.2.1.17	R04137
6.4.1.4	R04138
1.1.1.52	R04139
3.5.5.5	R04140
3.1.1.56	R04141
1.2.4.-	R04142
2.7.1.100	R04143
6.3.4.13	R04144
2.1.1.59	R04145
3.1.1.58	R04146
5.1.1.17	R04147
2.4.2.21	R04148
3.1.4.50	R04149
4.1.3.36	R04150
1.3.1.49	R04151
2.6.1.37	R04152
2.1.1.3	R04153
5.5.1.3	R04154
3.1.3.42	R04156
6.2.1.23	R04157
2.5.1.41	R04158
2.3.2.2	R04159
1.1.99.31	R04160
5.1.2.2	R04161
3.1.3.4	R04162
1.1.1.145	R04163
5.3.3.1	R04163
5.3.1.21	R04165
4.2.1.98	R04166
3.1.3.63	R04167
2.4.2.6	R04168
2.1.1.91	R04169
4.2.1.17	R04170
4.2.1.74	R04170
2.6.1.7	R04171
4.1.1.-	R04172
2.6.1.52	R04173
3.5.1.17	R04174
2.4.2.30	R04176
4.1.1.78	R04177
1.3.3.15	R04178
2.7.8.19	R04179
3.1.4.51	R04180
2.4.1.88	R04182
3.2.1.49	R04183
3.2.1.52	R04184
1.1.1.111	R04185
1.1.1.111	R04186
2.6.1.18	R04187
2.6.1.22	R04188
3.5.3.23	R04189
2.1.1.77	R04190
3.1.1.43	R04191
2.3.1.108	R04192
2.4.1.100	R04193
2.4.1.9	R04194
1.17.1.8	R04198
1.17.1.8	R04199
1.4.1.12	R04200
1.4.1.26	R04200
1.4.1.12	R04201
3.1.1.60	R04202
1.1.1.35	R04203
1.1.1.178	R04203
4.2.1.17	R04204
2.3.1.93	R04205
4.2.1.11	R04206
6.3.3.1	R04208
4.1.1.21	R04209
1.1.1.290	R04210
2.3.1.58	R04211
6.3.5.6	R04212
2.8.2.9	R04213
3.5.2.-	R04214
2.7.7.43	R04215
2.4.99.18	R04216
2.6.1.81	R04217
2.5.1.32	R04218
1.4.3.3	R04221
2.4.2.27	R04222
4.1.1.-	R04223
4.2.1.17	R04224
1.2.4.4	R04225
2.3.1.83	R04227
1.7.1.9	R04228
1.7.1.9	R04229
6.3.2.51	R04230
6.3.2.5	R04231
2.6.1.72	R04234
2.7.4.19	R04235
1.1.1.7	R04236
2.1.1.11	R04237
3.1.1.29	R04238
1.4.3.13	R04239
6.3.2.17	R04241
3.4.19.9	R04242
2.7.7.14	R04247
2.7.7.107	R04247
4.99.1.-	R04248
1.1.99.-	R04249
1.2.1.-	R04251
2.3.1.304	R04254
1.14.13.34	R04256
1.14.-.-	R04257
1.13.11.1	R04258
5.5.1.7	R04259
5.3.3.4	R04260
1.1.1.181	R04263
1.1.1.181	R04264
1.1.1.342	R04265
5.1.3.10	R04266
2.7.4.13	R04267
3.5.1.88	R04268
3.2.1.63	R04270
2.3.1.56	R04271
3.6.1.44	R04272
5.2.1.8	R04273
6.5.1.4	R04274
2.7.11.6	R04275
1.14.20.4	R04276
3.1.1.57	R04277
1.1.1.312	R04278
1.1.1.312	R04279
1.13.11.8	R04280
1.13.11.-	R04280
2.1.3.7	R04281
1.1.1.21	R04285
1.1.1.184	R04285
1.1.1.220	R04285
4.2.3.12	R04286
2.7.8.17	R04291
2.5.1.72	R04292
1.17.4.1	R04294
2.4.1.85	R04296
1.97.1.2	R04297
1.4.3.4	R04300
1.4.3.21	R04300
1.4.3.-	R04300
1.4.9.2	R04300
2.1.1.6	R04301
1.7.1.11	R04303
1.1.1.90	R04304
3.5.99.14	R04305
1.14.14.37	R04306
1.1.1.226	R04307
1.1.1.50	R04309
1.1.1.152	R04309
1.1.1.50	R04310
2.5.1.26	R04311
2.7.99.1	R04312
3.4.-.-	R04313
2.1.1.63	R04314
1.17.4.2	R04315
2.3.1.266	R04316
2.3.1.267	R04316
3.1.3.14	R04317
3.5.2.6	R04318
1.3.1.34	R04319
3.2.1.67	R04320
2.7.8.2	R04321
2.4.1.47	R04322
4.1.1.45	R04323
2.1.2.2	R04325
2.1.2.2	R04326
1.17.3.4	R04327
1.1.1.170	R04328
1.1.1.270	R04328
1.14.18.9	R04328
1.1.1.53	R04330
1.1.1.239	R04330
1.1.1.357	R04330
2.4.1.-	R04331
2.1.1.112	R04332
2.3.1.72	R04333
2.4.1.156	R04334
2.4.2.34	R04335
2.6.1.75	R04338
1.5.1.25	R04339
1.5.1.25	R04340
3.5.1.43	R04341
1.14.14.96	R04342
2.4.1.43	R04343
1.1.1.210	R04344
5.5.1.11	R04345
2.4.2.20	R04346
7.2.1.4	R04347
2.3.1.81	R04348
3.5.5.6	R04349
4.3.3.8	R04350
2.4.1.17	R04352
2.4.1.17	R04353
2.4.1.17	R04354
2.3.1.41	R04355
2.3.1.85	R04355
2.3.1.86	R04355
2.3.1.179	R04355
2.3.1.116	R04356
2.7.11.23	R04358
2.4.1.193	R04359
1.1.1.101	R04360
2.3.1.-	R04361
3.1.4.39	R04362
2.3.1.125	R04363
2.3.1.89	R04364
2.3.1.-	R04364
2.3.1.117	R04365
1.14.14.84	R04366
4.3.3.1	R04367
3.6.1.59	R04368
6.3.2.16	R04369
1.1.1.217	R04370
4.2.1.36	R04371
4.2.1.114	R04371
3.1.3.66	R04372
3.1.4.45	R04373
4.2.1.77	R04374
1.1.1.-	R04375
1.13.11.16	R04376
2.4.1.315	R04377
2.4.2.7	R04378
5.3.3.10	R04379
4.1.1.68	R04380
4.2.2.6	R04382
5.3.1.17	R04383
2.1.1.90	R04384
6.3.4.14	R04385
2.1.3.15	R04386
1.1.1.229	R04387
2.7.3.7	R04388
5.1.3.17	R04389
1.2.1.95	R04390
2.7.1.33	R04391
1.14.99.24	R04392
2.7.1.207	R04393
2.7.1.-	R04394
2.1.1.18	R04396
3.5.1.66	R04397
2.1.1.88	R04398
4.2.1.-	R04399
1.14.19.68	R04400
2.7.11.5	R04401
2.7.11.29	R04403
3.1.3.36	R04404
2.1.1.14	R04405
2.3.1.152	R04409
2.3.1.152	R04410
2.3.1.152	R04411
1.1.1.221	R04412
2.3.1.121	R04413
1.1.1.312	R04418
1.2.1.60	R04418
1.1.1.312	R04419
5.3.1.23	R04420
2.1.1.105	R04421
2.4.1.162	R04422
2.4.1.40	R04423
4.2.1.79	R04424
4.2.1.99	R04425
1.1.1.85	R04426
2.1.1.41	R04427
